id,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,call_failures,tariff_plan,status,age_group,complaints,churn,usage_intensity,engagement_intensity,sms_intensity,call_failure_rate,network_reach_ratio,usage_segment,charge_segment,tenure_segment,failure_segment,tariff_plan_flag,status_inactive_flag,complaints_flag,age_group_code
968,41,0,955,16,10,15,1,A,Inactive,Under 30,N,0,23.29268292682927,0.3902439024390244,0.24390243902439024,0.0625,0.9375,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,0
969,32,0,305,6,7,2,5,A,Inactive,30-40,N,1,9.53125,0.1875,0.21875,0.8333333333333334,0.3333333333333333,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,1
970,39,3,16390,198,178,47,18,A,Active,Under 30,N,0,420.2564102564103,5.076923076923077,4.564102564102564,0.09090909090909091,0.23737373737373738,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,0
971,21,2,9318,179,90,46,18,A,Active,Over 40,N,0,443.7142857142857,8.523809523809524,4.285714285714286,0.1005586592178771,0.2569832402234637,High usage,Positive charge tier,Short tenure,High failure,0,0,0,2
972,30,4,16200,236,7,77,28,B,Active,Under 30,N,0,540.0,7.866666666666666,0.23333333333333334,0.11864406779661017,0.326271186440678,High usage,Positive charge tier,Short tenure,High failure,1,0,0,0
973,36,0,133,2,0,2,0,A,Inactive,30-40,N,1,3.6944444444444446,0.05555555555555555,0.0,0.0,1.0,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,1
974,15,0,5897,134,69,37,9,B,Active,Under 30,N,0,393.1333333333333,8.933333333333334,4.6,0.06716417910447761,0.27611940298507465,High usage,Zero charge tier,Short tenure,Low failure,1,0,0,0
975,38,0,110,4,0,1,0,A,Inactive,Under 30,N,0,2.8947368421052633,0.10526315789473684,0.0,0.0,0.25,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,0
976,38,1,4023,88,9,30,7,A,Active,30-40,N,0,105.86842105263158,2.3157894736842106,0.23684210526315788,0.07954545454545454,0.3409090909090909,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
977,33,3,1700,44,210,17,10,B,Active,30-40,N,0,51.515151515151516,1.3333333333333333,6.363636363636363,0.22727272727272727,0.38636363636363635,Low usage,Positive charge tier,Short tenure,High failure,1,0,0,1
978,38,0,2643,60,334,22,15,A,Active,Under 30,N,0,69.55263157894737,1.5789473684210527,8.789473684210526,0.25,0.36666666666666664,Low usage,Zero charge tier,Long tenure,High failure,0,0,0,0
979,43,0,2573,56,49,34,16,A,Inactive,Over 40,Y,1,59.83720930232558,1.302325581395349,1.1395348837209303,0.2857142857142857,0.6071428571428571,Low usage,Zero charge tier,Long tenure,High failure,0,1,1,2
980,28,0,575,27,14,10,8,A,Inactive,Under 30,N,0,20.535714285714285,0.9642857142857143,0.5,0.2962962962962963,0.37037037037037035,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,0
981,11,1,8978,167,65,36,12,A,Active,Over 40,N,0,816.1818181818181,15.181818181818182,5.909090909090909,0.0718562874251497,0.2155688622754491,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,2
982,39,3,1353,21,19,4,11,A,Active,Over 40,N,0,34.69230769230769,0.5384615384615384,0.48717948717948717,0.5238095238095238,0.19047619047619047,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,2
983,35,0,7393,122,386,44,0,A,Active,Under 30,N,0,211.22857142857143,3.4857142857142858,11.028571428571428,0.0,0.36065573770491804,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
984,34,0,2158,52,0,13,8,A,Inactive,30-40,N,0,63.470588235294116,1.5294117647058822,0.0,0.15384615384615385,0.25,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,1
985,34,1,11770,154,10,48,10,A,Active,30-40,N,0,346.1764705882353,4.529411764705882,0.29411764705882354,0.06493506493506493,0.3116883116883117,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,1
986,37,0,5900,76,165,11,0,A,Active,30-40,N,0,159.45945945945945,2.054054054054054,4.45945945945946,0.0,0.14473684210526316,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,1
987,6,1,4695,40,214,11,5,A,Active,30-40,N,0,782.5,6.666666666666667,35.666666666666664,0.125,0.275,High usage,Positive charge tier,Short tenure,High failure,0,0,0,1
988,31,0,1710,40,30,16,5,A,Inactive,30-40,N,0,55.16129032258065,1.2903225806451613,0.967741935483871,0.125,0.4,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,1
989,38,1,3095,27,483,8,4,A,Active,30-40,N,0,81.44736842105263,0.7105263157894737,12.710526315789474,0.14814814814814814,0.2962962962962963,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,1
990,40,4,15445,231,61,34,30,B,Active,30-40,N,0,386.125,5.775,1.525,0.12987012987012986,0.1471861471861472,High usage,Positive charge tier,Long tenure,High failure,1,0,0,1
991,21,0,825,4,13,2,0,A,Inactive,Over 40,N,0,39.285714285714285,0.19047619047619047,0.6190476190476191,0.0,0.5,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,2
992,41,3,4110,44,498,10,15,A,Active,Over 40,N,0,100.2439024390244,1.0731707317073171,12.146341463414634,0.3409090909090909,0.22727272727272727,High usage,Positive charge tier,Long tenure,High failure,0,0,0,2
993,30,0,2395,45,158,17,0,A,Active,Under 30,N,0,79.83333333333333,1.5,5.266666666666667,0.0,0.37777777777777777,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
994,36,0,14235,209,26,15,16,A,Active,30-40,N,0,395.4166666666667,5.805555555555555,0.7222222222222222,0.07655502392344497,0.07177033492822966,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,1
995,40,1,6223,101,14,14,11,A,Active,30-40,N,0,155.575,2.525,0.35,0.10891089108910891,0.13861386138613863,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
996,34,0,2280,30,0,16,3,A,Inactive,Under 30,Y,1,67.05882352941177,0.8823529411764706,0.0,0.1,0.5333333333333333,Low usage,Zero charge tier,Short tenure,High failure,0,1,1,0
997,39,1,4485,77,37,21,8,A,Active,30-40,N,0,115.0,1.9743589743589745,0.9487179487179487,0.1038961038961039,0.2727272727272727,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
998,34,1,4560,79,7,21,7,A,Active,30-40,N,0,134.11764705882354,2.323529411764706,0.20588235294117646,0.08860759493670886,0.26582278481012656,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,1
999,16,1,2253,35,10,4,4,A,Active,30-40,N,0,140.8125,2.1875,0.625,0.11428571428571428,0.11428571428571428,High usage,Positive charge tier,Short tenure,High failure,0,0,0,1
1000,38,0,2383,49,32,30,12,A,Inactive,Over 40,N,1,62.71052631578947,1.2894736842105263,0.8421052631578947,0.24489795918367346,0.6122448979591837,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,2
1001,33,0,1960,48,52,33,2,A,Inactive,30-40,Y,1,59.39393939393939,1.4545454545454546,1.5757575757575757,0.041666666666666664,0.6875,Low usage,Zero charge tier,Short tenure,Low failure,0,1,1,1
1002,38,0,750,16,4,14,0,A,Inactive,Under 30,N,0,19.736842105263158,0.42105263157894735,0.10526315789473684,0.0,0.875,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,0
1003,32,2,15950,240,4,83,22,A,Active,Under 30,N,0,498.4375,7.5,0.125,0.09166666666666666,0.3458333333333333,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,0
1004,9,0,8548,163,56,34,6,A,Active,Over 40,N,0,949.7777777777778,18.11111111111111,6.222222222222222,0.03680981595092025,0.2085889570552147,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,2
1005,36,4,7270,122,278,35,11,B,Active,30-40,N,0,201.94444444444446,3.388888888888889,7.722222222222222,0.09016393442622951,0.28688524590163933,High usage,Positive charge tier,Long tenure,Low failure,1,0,0,1
1006,40,2,4630,88,0,24,10,A,Active,30-40,N,0,115.75,2.2,0.0,0.11363636363636363,0.2727272727272727,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1007,26,0,1070,13,23,3,5,A,Inactive,Over 40,N,0,41.15384615384615,0.5,0.8846153846153846,0.38461538461538464,0.23076923076923078,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,2
1008,45,2,6223,107,22,15,13,A,Active,30-40,N,0,138.2888888888889,2.3777777777777778,0.4888888888888889,0.12149532710280374,0.14018691588785046,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1009,39,2,6833,80,106,36,11,A,Active,Under 30,N,0,175.2051282051282,2.051282051282051,2.717948717948718,0.1375,0.45,High usage,Positive charge tier,Long tenure,High failure,0,0,0,0
1010,42,2,2053,33,17,12,7,A,Active,Over 40,N,0,48.88095238095238,0.7857142857142857,0.40476190476190477,0.21212121212121213,0.36363636363636365,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,2
1011,19,0,6098,137,71,29,17,B,Active,Under 30,N,0,320.94736842105266,7.2105263157894735,3.736842105263158,0.12408759124087591,0.2116788321167883,High usage,Zero charge tier,Short tenure,High failure,1,0,0,0
1012,39,0,13963,169,7,42,12,A,Active,30-40,N,0,358.02564102564105,4.333333333333333,0.1794871794871795,0.07100591715976332,0.2485207100591716,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,1
1013,41,0,1933,54,9,16,6,A,Inactive,30-40,N,0,47.146341463414636,1.3170731707317074,0.21951219512195122,0.1111111111111111,0.2962962962962963,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
1014,39,0,2475,53,176,22,3,A,Active,Under 30,N,0,63.46153846153846,1.358974358974359,4.512820512820513,0.05660377358490566,0.41509433962264153,Low usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
1015,35,1,6943,79,105,35,12,A,Active,Under 30,N,0,198.37142857142857,2.257142857142857,3.0,0.1518987341772152,0.4430379746835443,High usage,Positive charge tier,Long tenure,High failure,0,0,0,0
1016,34,0,15065,170,111,24,4,A,Active,Under 30,N,0,443.0882352941176,5.0,3.264705882352941,0.023529411764705882,0.1411764705882353,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
1017,40,0,193,7,11,7,0,A,Inactive,Under 30,N,0,4.825,0.175,0.275,0.0,1.0,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,0
1018,26,0,3415,61,7,21,7,A,Active,30-40,N,0,131.34615384615384,2.3461538461538463,0.2692307692307692,0.11475409836065574,0.3442622950819672,High usage,Zero charge tier,Short tenure,High failure,0,0,0,1
1019,40,0,415,10,7,2,5,A,Inactive,30-40,N,0,10.375,0.25,0.175,0.5,0.2,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
1020,36,0,305,6,7,2,5,A,Inactive,30-40,N,1,8.472222222222221,0.16666666666666666,0.19444444444444445,0.8333333333333334,0.3333333333333333,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
1021,14,2,1973,33,18,14,10,A,Active,30-40,N,1,140.92857142857142,2.357142857142857,1.2857142857142858,0.30303030303030304,0.42424242424242425,High usage,Positive charge tier,Short tenure,High failure,0,0,0,1
1022,38,1,7623,133,416,47,3,A,Active,30-40,N,0,200.60526315789474,3.5,10.947368421052632,0.022556390977443608,0.3533834586466165,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
1023,25,0,3225,61,8,23,2,A,Active,30-40,N,0,129.0,2.44,0.32,0.03278688524590164,0.3770491803278688,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
1024,22,2,6878,155,103,49,23,B,Active,Under 30,N,0,312.6363636363636,7.045454545454546,4.681818181818182,0.14838709677419354,0.3161290322580645,High usage,Positive charge tier,Short tenure,High failure,1,0,0,0
1025,36,0,1135,55,27,22,25,A,Inactive,Under 30,Y,1,31.52777777777778,1.5277777777777777,0.75,0.45454545454545453,0.4,Low usage,Zero charge tier,Long tenure,High failure,0,1,1,0
1026,25,0,3035,60,0,20,0,A,Active,30-40,N,0,121.4,2.4,0.0,0.0,0.3333333333333333,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
1027,16,2,6518,139,81,39,19,B,Active,Under 30,N,0,407.375,8.6875,5.0625,0.1366906474820144,0.2805755395683453,High usage,Positive charge tier,Short tenure,High failure,1,0,0,0
1028,35,0,15370,177,152,31,6,A,Active,Under 30,N,0,439.14285714285717,5.057142857142857,4.3428571428571425,0.03389830508474576,0.1751412429378531,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
1029,35,1,2905,51,171,20,9,A,Active,Under 30,N,0,83.0,1.457142857142857,4.885714285714286,0.17647058823529413,0.39215686274509803,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,0
1030,36,8,10680,96,7,42,23,A,Active,Over 40,N,0,296.6666666666667,2.6666666666666665,0.19444444444444445,0.23958333333333334,0.4375,High usage,Positive charge tier,Long tenure,High failure,0,0,0,2
1031,8,0,1373,13,0,3,3,A,Active,Under 30,Y,1,171.625,1.625,0.0,0.23076923076923078,0.23076923076923078,High usage,Zero charge tier,Short tenure,High failure,0,0,1,0
1032,19,0,1885,26,7,12,7,A,Active,Under 30,N,0,99.21052631578948,1.368421052631579,0.3684210526315789,0.2692307692307692,0.46153846153846156,High usage,Zero charge tier,Short tenure,High failure,0,0,0,0
1033,40,1,5623,91,7,17,7,A,Active,30-40,N,0,140.575,2.275,0.175,0.07692307692307693,0.18681318681318682,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
1034,36,4,7080,121,269,32,9,B,Active,30-40,N,0,196.66666666666666,3.361111111111111,7.472222222222222,0.0743801652892562,0.2644628099173554,High usage,Positive charge tier,Long tenure,Low failure,1,0,0,1
1035,32,0,5738,96,16,20,12,A,Active,Under 30,Y,1,179.3125,3.0,0.5,0.125,0.20833333333333334,High usage,Zero charge tier,Short tenure,High failure,0,0,1,0
1036,40,3,3265,55,313,35,13,A,Active,Over 40,N,0,81.625,1.375,7.825,0.23636363636363636,0.6363636363636364,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,2
1037,18,2,7102,152,93,42,22,B,Active,Under 30,N,0,394.55555555555554,8.444444444444445,5.166666666666667,0.14473684210526316,0.27631578947368424,High usage,Positive charge tier,Short tenure,High failure,1,0,0,0
1038,38,3,2573,41,28,23,10,A,Active,Over 40,N,0,67.71052631578948,1.0789473684210527,0.7368421052631579,0.24390243902439024,0.5609756097560976,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,2
1039,24,0,1120,14,35,16,0,A,Inactive,Over 40,N,0,46.666666666666664,0.5833333333333334,1.4583333333333333,0.0,1.1428571428571428,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,2
1040,41,2,2813,70,41,39,8,A,Active,Under 30,N,0,68.60975609756098,1.7073170731707317,1.0,0.11428571428571428,0.5571428571428572,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,0
1041,31,0,1250,51,30,30,22,A,Inactive,Under 30,N,1,40.32258064516129,1.6451612903225807,0.967741935483871,0.43137254901960786,0.5882352941176471,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,0
1042,37,0,743,13,41,8,0,A,Inactive,Over 40,N,1,20.08108108108108,0.35135135135135137,1.1081081081081081,0.0,0.6153846153846154,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,2
1043,29,1,1305,34,29,17,11,A,Active,Under 30,N,0,45.0,1.1724137931034482,1.0,0.3235294117647059,0.5,Low usage,Positive charge tier,Short tenure,High failure,0,0,0,0
1044,38,3,14950,224,45,29,23,A,Active,30-40,N,0,393.42105263157896,5.894736842105263,1.1842105263157894,0.10267857142857142,0.12946428571428573,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1045,26,0,825,10,21,3,0,A,Inactive,Over 40,N,0,31.73076923076923,0.38461538461538464,0.8076923076923077,0.0,0.3,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,2
1046,33,0,3885,57,0,10,1,A,Active,Under 30,N,0,117.72727272727273,1.7272727272727273,0.0,0.017543859649122806,0.17543859649122806,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
1047,16,3,2852,45,31,19,8,A,Active,30-40,N,0,178.25,2.8125,1.9375,0.17777777777777778,0.4222222222222222,High usage,Positive charge tier,Short tenure,High failure,0,0,0,1
1048,42,0,4325,75,13,21,8,A,Active,30-40,N,0,102.97619047619048,1.7857142857142858,0.30952380952380953,0.10666666666666667,0.28,High usage,Zero charge tier,Long tenure,High failure,0,0,0,1
1049,39,1,2758,66,366,26,15,A,Active,30-40,N,0,70.71794871794872,1.6923076923076923,9.384615384615385,0.22727272727272727,0.3939393939393939,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1050,37,2,9115,121,144,43,13,A,Active,30-40,N,0,246.35135135135135,3.27027027027027,3.891891891891892,0.10743801652892562,0.35537190082644626,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1051,37,1,6690,87,195,29,5,A,Active,30-40,N,0,180.8108108108108,2.3513513513513513,5.27027027027027,0.05747126436781609,0.3333333333333333,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
1052,38,0,990,20,32,15,0,A,Inactive,Under 30,N,0,26.05263157894737,0.5263157894736842,0.8421052631578947,0.0,0.75,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,0
1053,28,0,2215,37,153,15,0,A,Active,Under 30,N,0,79.10714285714286,1.3214285714285714,5.464285714285714,0.0,0.40540540540540543,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
1054,35,0,1265,41,32,15,21,A,Inactive,30-40,N,0,36.142857142857146,1.1714285714285715,0.9142857142857143,0.5121951219512195,0.36585365853658536,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
1055,35,0,3030,22,7,12,6,A,Active,30-40,N,0,86.57142857142857,0.6285714285714286,0.2,0.2727272727272727,0.5454545454545454,Low usage,Zero charge tier,Long tenure,High failure,0,0,0,1
1056,32,0,13388,161,0,38,1,A,Active,30-40,N,0,418.375,5.03125,0.0,0.006211180124223602,0.2360248447204969,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
1057,29,2,1620,42,200,13,9,B,Active,30-40,N,0,55.86206896551724,1.4482758620689655,6.896551724137931,0.21428571428571427,0.30952380952380953,Low usage,Positive charge tier,Short tenure,High failure,1,0,0,1
1058,23,0,0,0,0,0,0,A,Inactive,Over 40,N,0,0.0,0.0,0.0,0.0,0.0,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,2
1059,40,0,2543,60,15,19,14,A,Inactive,30-40,N,0,63.575,1.5,0.375,0.23333333333333334,0.31666666666666665,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
1060,39,0,553,14,39,8,5,A,Inactive,30-40,N,1,14.179487179487179,0.358974358974359,1.0,0.35714285714285715,0.5714285714285714,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
1061,33,0,3245,27,1,12,2,A,Active,30-40,N,0,98.33333333333333,0.8181818181818182,0.030303030303030304,0.07407407407407407,0.4444444444444444,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
1062,34,0,8100,104,112,41,2,A,Active,30-40,N,0,238.23529411764707,3.0588235294117645,3.2941176470588234,0.019230769230769232,0.3942307692307692,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
1063,33,0,4803,81,0,22,2,A,Active,Under 30,Y,1,145.54545454545453,2.4545454545454546,0.0,0.024691358024691357,0.2716049382716049,High usage,Zero charge tier,Short tenure,Low failure,0,0,1,0
1064,33,4,16135,241,5,82,28,A,Active,Under 30,N,0,488.93939393939394,7.303030303030303,0.15151515151515152,0.11618257261410789,0.34024896265560167,High usage,Positive charge tier,Short tenure,High failure,0,0,0,0
1065,37,4,9715,131,165,58,17,B,Active,30-40,N,0,262.56756756756755,3.5405405405405403,4.45945945945946,0.1297709923664122,0.44274809160305345,High usage,Positive charge tier,Long tenure,High failure,1,0,0,1
1066,37,2,8870,118,142,43,11,A,Active,30-40,N,0,239.72972972972974,3.189189189189189,3.8378378378378377,0.09322033898305085,0.3644067796610169,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
1067,32,0,2133,48,0,27,0,A,Active,Under 30,N,0,66.65625,1.5,0.0,0.0,0.5625,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
1068,23,0,730,25,3,8,3,A,Active,Under 30,N,0,31.73913043478261,1.0869565217391304,0.13043478260869565,0.12,0.32,Low usage,Zero charge tier,Short tenure,High failure,0,0,0,0
1069,37,0,2160,51,54,25,10,A,Inactive,30-40,N,0,58.37837837837838,1.3783783783783783,1.4594594594594594,0.19607843137254902,0.49019607843137253,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
1070,35,0,6658,72,103,35,5,A,Active,Under 30,N,0,190.22857142857143,2.057142857142857,2.942857142857143,0.06944444444444445,0.4861111111111111,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
